sample_id,description,serotype,genotype,country,year,host,genome_length,is_complete,location,lineage,data_source
PX480303.1,"Dengue virus type 2 isolate D18-1165, complete genome",DENV-2,,,7-18,Homo sapiens,10723.0,True,,,legacy
PX480302.1,"Dengue virus type 2 isolate D18-1111, complete genome",DENV-2,,,7-24,Homo sapiens,10723.0,True,,,legacy
PX480301.1,"Dengue virus type 2 isolate D18-0217, complete genome",DENV-2,,,2-02,Homo sapiens,10723.0,True,,,legacy
PX480300.1,"Dengue virus type 1 isolate D21-0506, complete genome",DENV-1,,,2-05,Homo sapiens,10735.0,True,,,legacy
PX480299.1,"Dengue virus type 1 isolate D21-0358, complete genome",DENV-1,,,2-09,Homo sapiens,10735.0,True,,,legacy
PX480298.1,"Dengue virus type 1 isolate D20-0130, complete genome",DENV-1,,,2-05,Homo sapiens,10735.0,True,,,legacy
PX480297.1,"Dengue virus type 1 isolate D20-0106, complete genome",DENV-1,,,2-04,Homo sapiens,10735.0,True,,,legacy
PX480296.1,"Dengue virus type 1 isolate D19-2830, complete genome",DENV-1,,,8-09,Homo sapiens,10735.0,True,,,legacy
PX480295.1,"Dengue virus type 1 isolate D19-2715, complete genome",DENV-1,,,2-14,Homo sapiens,10735.0,True,,,legacy
PX480294.1,"Dengue virus type 1 isolate D19-2607, complete genome",DENV-1,,,1-19,Homo sapiens,10735.0,True,,,legacy
PX480293.1,"Dengue virus type 1 isolate D19-2489, complete genome",DENV-1,,,0-21,Homo sapiens,10735.0,True,,,legacy
PX480292.1,"Dengue virus type 1 isolate D19-2407, complete genome",DENV-1,,,0-08,Homo sapiens,10735.0,True,,,legacy
PX480291.1,"Dengue virus type 1 isolate D19-2373, complete genome",DENV-1,,,0-01,Homo sapiens,10735.0,True,,,legacy
PX480290.1,"Dengue virus type 1 isolate D19-2251, complete genome",DENV-1,,,9-14,Homo sapiens,10735.0,True,,,legacy
PX480289.1,"Dengue virus type 1 isolate D19-2205, complete genome",DENV-1,,,8-23,Homo sapiens,10735.0,True,,,legacy
PX480288.1,"Dengue virus type 1 isolate D19-2202, complete genome",DENV-1,,,9-08,Homo sapiens,10735.0,True,,,legacy
PX480287.1,"Dengue virus type 1 isolate D19-2197, complete genome",DENV-1,,,9-10,Homo sapiens,10735.0,True,,,legacy
PX480286.1,"Dengue virus type 1 isolate D19-2147, complete genome",DENV-1,,,9-02,Homo sapiens,10735.0,True,,,legacy
PX480285.1,"Dengue virus type 1 isolate D19-2141, complete genome",DENV-1,,,8-28,Homo sapiens,10735.0,True,,,legacy
PX480284.1,"Dengue virus type 1 isolate D19-2088, complete genome",DENV-1,,,8-10,Homo sapiens,10735.0,True,,,legacy
PX480283.1,"Dengue virus type 1 isolate D19-2056, complete genome",DENV-1,,,8-19,Homo sapiens,10735.0,True,,,legacy
PX480282.1,"Dengue virus type 1 isolate D19-2051, complete genome",DENV-1,,,8-13,Homo sapiens,10735.0,True,,,legacy
PX480281.1,"Dengue virus type 1 isolate D19-1995, complete genome",DENV-1,,,8-01,Homo sapiens,10735.0,True,,,legacy
PX480280.1,"Dengue virus type 1 isolate D19-1946, complete genome",DENV-1,,,7-24,Homo sapiens,10735.0,True,,,legacy
PX480279.1,"Dengue virus type 1 isolate D19-1894, complete genome",DENV-1,,,7-15,Homo sapiens,10735.0,True,,,legacy
PX480278.1,"Dengue virus type 1 isolate D19-1893, complete genome",DENV-1,,,7-14,Homo sapiens,10735.0,True,,,legacy
PX480277.1,"Dengue virus type 1 isolate D19-1865, complete genome",DENV-1,,,7-09,Homo sapiens,10735.0,True,,,legacy
PX480276.1,"Dengue virus type 1 isolate D19-1581, complete genome",DENV-1,,,6-24,Homo sapiens,10735.0,True,,,legacy
PX480275.1,"Dengue virus type 1 isolate D19-1320, complete genome",DENV-1,,,5-29,Homo sapiens,10735.0,True,,,legacy
PX480274.1,"Dengue virus type 1 isolate D19-1288, complete genome",DENV-1,,,5-27,Homo sapiens,10735.0,True,,,legacy
PX480273.1,"Dengue virus type 1 isolate D19-1283, complete genome",DENV-1,,,5-17,Homo sapiens,10735.0,True,,,legacy
PX480272.1,"Dengue virus type 1 isolate D19-1191, complete genome",DENV-1,,,8-02,Homo sapiens,10735.0,True,,,legacy
PX480271.1,"Dengue virus type 1 isolate D19-1187, complete genome",DENV-1,,,5-04,Homo sapiens,10735.0,True,,,legacy
PX480270.1,"Dengue virus type 1 isolate D18-3207, complete genome",DENV-1,,,1-19,Homo sapiens,10735.0,True,,,legacy
PX480269.1,"Dengue virus type 1 isolate D18-3093, complete genome",DENV-1,,,1-14,Homo sapiens,10735.0,True,,,legacy
PX480268.1,"Dengue virus type 1 isolate D18-2935, complete genome",DENV-1,,,1-02,Homo sapiens,10735.0,True,,,legacy
PX480267.1,"Dengue virus type 1 isolate D18-2893, complete genome",DENV-1,,,0-28,Homo sapiens,10735.0,True,,,legacy
PX480266.1,"Dengue virus type 1 isolate D18-2811, complete genome",DENV-1,,,0-20,Homo sapiens,10735.0,True,,,legacy
PX480265.1,"Dengue virus type 1 isolate D18-2277, complete genome",DENV-1,,,9-12,Homo sapiens,10735.0,True,,,legacy
PX480264.1,"Dengue virus type 1 isolate D18-2238, complete genome",DENV-1,,,9-09,Homo sapiens,10735.0,True,,,legacy
PX480263.1,"Dengue virus type 1 isolate D18-2054, complete genome",DENV-1,,,9-06,Homo sapiens,10735.0,True,,,legacy
PX480262.1,"Dengue virus type 1 isolate D18-2011, complete genome",DENV-1,,,7-20,Homo sapiens,10735.0,True,,,legacy
PX480261.1,"Dengue virus type 1 isolate D18-2000, complete genome",DENV-1,,,8-29,Homo sapiens,10735.0,True,,,legacy
PX480260.1,"Dengue virus type 1 isolate D18-1980, complete genome",DENV-1,,,8-28,Homo sapiens,10735.0,True,,,legacy
PX480259.1,"Dengue virus type 1 isolate D18-1602, complete genome",DENV-1,,,8-15,Homo sapiens,10735.0,True,,,legacy
PX480258.1,"Dengue virus type 1 isolate D18-1530, complete genome",DENV-1,,,8-12,Homo sapiens,10735.0,True,,,legacy
PX480257.1,"Dengue virus type 1 isolate D18-1451, complete genome",DENV-1,,,8-08,Homo sapiens,10735.0,True,,,legacy
PX480256.1,"Dengue virus type 1 isolate D18-1424, complete genome",DENV-1,,,8-09,Homo sapiens,10735.0,True,,,legacy
PX480255.1,"Dengue virus type 1 isolate D18-1391, complete genome",DENV-1,,,8-01,Homo sapiens,10735.0,True,,,legacy
PX480254.1,"Dengue virus type 1 isolate D18-1378, complete genome",DENV-1,,,8-08,Homo sapiens,10735.0,True,,,legacy
PX480253.1,"Dengue virus type 1 isolate D18-1350, complete genome",DENV-1,,,8-03,Homo sapiens,10735.0,True,,,legacy
PX480252.1,"Dengue virus type 1 isolate D18-1208, complete genome",DENV-1,,,7-29,Homo sapiens,10735.0,True,,,legacy
PX480251.1,"Dengue virus type 1 isolate D18-1197, complete genome",DENV-1,,,7-22,Homo sapiens,10735.0,True,,,legacy
PX480250.1,"Dengue virus type 1 isolate D18-1115, complete genome",DENV-1,,,7-24,Homo sapiens,10735.0,True,,,legacy
PX480249.1,"Dengue virus type 1 isolate D18-1004, complete genome",DENV-1,,,7-16,Homo sapiens,10735.0,True,,,legacy
PX480248.1,"Dengue virus type 1 isolate D18-0450, complete genome",DENV-1,,,4-26,Homo sapiens,10735.0,True,,,legacy
PX480247.1,"Dengue virus type 1 isolate D18-0192, complete genome",DENV-1,,,1-14,Homo sapiens,10735.0,True,,,legacy
PX480246.1,"Dengue virus type 1 isolate D17-4002, complete genome",DENV-1,,,2-07,Homo sapiens,10735.0,True,,,legacy
PX480245.1,"Dengue virus type 1 isolate D17-1428, complete genome",DENV-1,,,6-13,Homo sapiens,10735.0,True,,,legacy
PX492105.1,"Dengue virus type 2 isolate Dengue virus type 2 S-16803 Thailand 1974, complete genome",DENV-2,,,1974,Homo sapiens,10723.0,True,,,legacy
PX468539.1,"Dengue virus type 2 isolate THSTI-TRC-DENV2-20, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
PX468538.1,"Dengue virus type 2 isolate THSTI-TRC-DENV2-19, complete genome",DENV-2,,,2012,Homo sapiens,10723.0,True,,,legacy
PX468537.1,"Dengue virus type 2 isolate THSTI-TRC-DENV2-18, complete genome",DENV-2,,,2012,Homo sapiens,10723.0,True,,,legacy
PX461619.1,"Dengue virus type 1 isolate WB506, complete genome",DENV-1,,,2022,Homo sapiens,10727.0,True,,,legacy
PX461615.1,"Dengue virus type 1 isolate WB419, complete genome",DENV-1,,,2022,Homo sapiens,10737.0,True,,,legacy
PX368925.1,"Dengue virus type 4 isolate Bali -2019, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
PX297389.1,"Dengue virus type 3 isolate DENV3/Malaysia/1990/Yale-DH120/P2, complete genome",DENV-3,,,1990,Homo sapiens,10707.0,True,,,legacy
PX297388.1,"Dengue virus type 4 isolate DENV4/Indonesia/1985/Yale-DH119/P2, complete genome",DENV-4,,,1985,,10649.0,True,,,legacy
PX297385.1,"Dengue virus type 3 isolate DENV3/Thailand/1989/Yale-DH110/P2, complete genome",DENV-3,,,1989,Homo sapiens,10709.0,True,,,legacy
PX297368.1,"Dengue virus type 1 isolate DENV1/Hawaii_USA/1944/Yale-DH048/P2, complete genome",DENV-1,,,1944,Homo sapiens,10736.0,True,,,legacy
PX297367.1,"Dengue virus type 1 isolate DENV1/Thailand/1963/Yale-DH040/P2, complete genome",DENV-1,,,1963,Homo sapiens,10735.0,True,,,legacy
PX297365.1,"Dengue virus type 1 isolate DENV1/Indonesia/1985/Yale-DH026/P2, complete genome",DENV-1,,,1985,,10734.0,True,,,legacy
PX297362.1,"Dengue virus type 1 isolate DENV1/India/1982/Yale-DH019/P2, complete genome",DENV-1,,,1982,Homo sapiens,10734.0,True,,,legacy
PX297359.1,"Dengue virus type 1 isolate DENV1/Bahamas/1977/Yale-DH006/P2, complete genome",DENV-1,,,1977,Homo sapiens,10735.0,True,,,legacy
PX282481.1,"Dengue virus type 3 isolate DENV3/India/2015/Yale-DH168/P2, complete genome",DENV-3,,,2015,Homo sapiens,10707.0,True,,,legacy
PX282480.1,"Dengue virus type 3 isolate DENV3/Sri_Lanka/2004/Yale-DH167/P2, complete genome",DENV-3,,,2004,Homo sapiens,10707.0,True,,,legacy
PX282478.1,"Dengue virus type 3 isolate DENV3/Nicaragua/2009/Yale-DH164/P2, complete genome",DENV-3,,,2009,Homo sapiens,10695.0,True,,,legacy
PX282477.1,"Dengue virus type 3 isolate DENV3/Saint_Kitts_Nev/2008/Yale-DH162/P2, complete genome",DENV-3,,,2008,Homo sapiens,10706.0,True,,,legacy
PX282469.1,"Dengue virus type 1 isolate DENV1/Sri_Lanka/2004/Yale-DH148/P2, complete genome",DENV-1,,,2004,Homo sapiens,10735.0,True,,,legacy
PX282467.1,"Dengue virus type 1 isolate DENV1/Myanmar/2005/Yale-DH146/P2, complete genome",DENV-1,,,2005,Homo sapiens,10735.0,True,,,legacy
PX282464.1,"Dengue virus type 1 isolate DENV1/Mexico/2016/Yale-DH143/P2, complete genome",DENV-1,,,2016,Homo sapiens,10735.0,True,,,legacy
PX282457.1,"Dengue virus type 1 isolate DENV1/Philippines/1988/Yale-DH131/P2, complete genome",DENV-1,,,1988,Homo sapiens,10735.0,True,,,legacy
PX125311.1,"Dengue virus type 3 isolate Bali2022, complete genome",DENV-3,,,2022,Homo sapiens,10707.0,True,,,legacy
PV918782.1,"Dengue virus type 3 isolate SLS0028, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV918781.1,"Dengue virus type 3 isolate SLS0081, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV918780.1,"Dengue virus type 3 isolate SLS0079, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV918779.1,"Dengue virus type 3 isolate SLS0071, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV918778.1,"Dengue virus type 3 isolate SLS0069, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV918777.1,"Dengue virus type 3 isolate SLS0059, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV918776.1,"Dengue virus type 3 isolate SLS0055, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV918775.1,"Dengue virus type 3 isolate SLS0051, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV918774.1,"Dengue virus type 3 isolate SLS0049, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV918773.1,"Dengue virus type 3 isolate SLS0040, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV918772.1,"Dengue virus type 3 isolate SLS0035, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV918771.1,"Dengue virus type 3 isolate SLS0031, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV918770.1,"Dengue virus type 3 isolate SLS0030, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV918769.1,"Dengue virus type 3 isolate SLS0023, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV918768.1,"Dengue virus type 3 isolate SLS0008, complete genome",DENV-3,,,2024,Homo sapiens,10707.0,True,,,legacy
PV752130.1,"Dengue virus type 2 isolate SL_2017_Y42, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752129.1,"Dengue virus type 2 isolate SL_2017_Y40, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752128.1,"Dengue virus type 2 isolate SL_2017_Y39, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752127.1,"Dengue virus type 2 isolate SL_2017_Y38, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752126.1,"Dengue virus type 2 isolate SL_2017_Y29, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752125.1,"Dengue virus type 2 isolate SL_2017_Y25, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752124.1,"Dengue virus type 2 isolate SL_2017_TG66, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752123.1,"Dengue virus type 2 isolate SL_2017_TG41/1-10723, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752122.1,"Dengue virus type 2 isolate SL_2017_TG40, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752121.1,"Dengue virus type 2 isolate SL_2017_TG39/1-10723, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752120.1,"Dengue virus type 2 isolate SL_2017_TG33, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752119.1,"Dengue virus type 2 isolate SL_2017_TG11, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752118.1,"Dengue virus type 2 isolate SL_2017_TG10, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752117.1,"Dengue virus type 2 isolate SL_2017_TG9, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752116.1,"Dengue virus type 2 isolate SL_2017_TG6, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752115.1,"Dengue virus type 2 isolate SL_2017_TG4, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752114.1,"Dengue virus type 2 isolate SL_2016_S36, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
PV752113.1,"Dengue virus type 2 isolate SL_2018_R91, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
PV752112.1,"Dengue virus type 2 isolate SL_2018_R86/1-10723, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
PV752111.1,"Dengue virus type 2 isolate SL_2018_R78, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
PV752110.1,"Dengue virus type 2 isolate SL_2017_R64, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752109.1,"Dengue virus type 2 isolate SL_2017_R48, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752108.1,"Dengue virus type 2 isolate SL_2017_R34, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752107.1,"Dengue virus type 2 isolate SL_2017_R25, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752106.1,"Dengue virus type 2 isolate SL_2017_R24, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752105.1,"Dengue virus type 2 isolate SL_2017_R22, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752104.1,"Dengue virus type 2 isolate SL_2017_R12, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752103.1,"Dengue virus type 2 isolate SL_2017_R10, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752102.1,"Dengue virus type 2 isolate SL_2017_R9, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752101.1,"Dengue virus type 2 isolate SL_2018_P119A, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
PV752100.1,"Dengue virus type 2 isolate SL_2018_P55A, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
PV752099.1,"Dengue virus type 2 isolate SL_2018_P15A, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
PV752098.1,"Dengue virus type 2 isolate SL_2017_TG48, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752097.1,"Dengue virus type 2 isolate SL_2018_R74, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
PV752096.1,"Dengue virus type 2 isolate SL_2017_R19, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752095.1,"Dengue virus type 2 isolate SL_2017_R14, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752094.1,"Dengue virus type 2 isolate SL_2017_Y32, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752093.1,"Dengue virus type 2 isolate SL_2017_Y36, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752092.1,"Dengue virus type 2 isolate SL_2017_Y37, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752091.1,"Dengue virus type 2 isolate SL_2017_R1, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752090.1,"Dengue virus type 2 isolate SL_2017_R4, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752089.1,"Dengue virus type 2 isolate SL_2017_R5, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752088.1,"Dengue virus type 2 isolate SL_2017_TG45, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752087.1,"Dengue virus type 2 isolate SL_2017_TG46, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752086.1,"Dengue virus type 2 isolate SL_2017_TG47, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752085.1,"Dengue virus type 2 isolate SL_2017_TG49, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752084.1,"Dengue virus type 2 isolate SL_2017_TG64, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV752083.1,"Dengue virus type 2 isolate SL_2017_TG65, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
PV798798.1,"Dengue virus type 1 isolate D1/Malaysia/692021/15, complete genome",DENV-1,,,2015,Homo sapiens,10735.0,True,,,legacy
PV791001.1,"Dengue virus type 2 isolate KM24DFY, complete genome",DENV-2,,,2024,Homo sapiens,10725.0,True,,,legacy
PV791000.1,"Dengue virus type 2 isolate KM24DFY, complete genome",DENV-2,,,2024,Homo sapiens,10725.0,True,,,legacy
PV790969.1,"Dengue virus type 2 isolate KM24DFY, complete genome",DENV-2,,,2024,Homo sapiens,10725.0,True,,,legacy
PV790966.1,"Dengue virus type 2 isolate KM24DFY, complete genome",DENV-2,,,2024,Homo sapiens,10725.0,True,,,legacy
PV789662.1,"Dengue virus type 2 isolate KM24DFY, complete genome",DENV-2,,,2024,Homo sapiens,10725.0,True,,,legacy
PV789655.1,"Dengue virus type 2 isolate KM24DFY, complete genome",DENV-2,,,2024,Homo sapiens,10725.0,True,,,legacy
PV789653.1,"Dengue virus type 1 isolate KM24DFY, complete genome",DENV-1,,,2024,Homo sapiens,10734.0,True,,,legacy
PV789651.1,"Dengue virus type 4 isolate KM24DFY, complete genome",DENV-4,,,2024,Homo sapiens,10662.0,True,,,legacy
PV474419.1,"Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-020/2023, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV474418.1,"Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-012/2023, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV474417.1,"Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-017/2023, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV474414.1,"Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-009/2023, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV474413.1,"Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-001/2023, complete genome",DENV-3,,,2023,Homo sapiens,10707.0,True,,,legacy
PV344375.1,"Dengue virus type 4 isolate DENV4_06093TH, complete genome",DENV-4,,,2015,Homo sapiens,10652.0,True,,,legacy
PV344355.1,"Dengue virus type 4 isolate DENV4_06461TH, complete genome",DENV-4,,,2015,Homo sapiens,10651.0,True,,,legacy
PV344354.1,"Dengue virus type 4 isolate DENV4_06434TH, complete genome",DENV-4,,,2015,Homo sapiens,10651.0,True,,,legacy
PV344274.1,"Dengue virus type 1 isolate DENV1_38076156TH, complete genome",DENV-1,,,2023,Homo sapiens,10735.0,True,,,legacy
PV344273.1,"Dengue virus type 1 isolate DENV1_49109950TH, complete genome",DENV-1,,,2023,Homo sapiens,10735.0,True,,,legacy
PV344271.1,"Dengue virus type 1 isolate DENV1_183453TH, complete genome",DENV-1,,,2022,Homo sapiens,10736.0,True,,,legacy
PV344268.1,"Dengue virus type 1 isolate DENV1_06463TH, complete genome",DENV-1,,,2015,Homo sapiens,10735.0,True,,,legacy
PV344266.1,"Dengue virus type 1 isolate DENV1_06505TH, complete genome",DENV-1,,,2015,Homo sapiens,10736.0,True,,,legacy
PV344263.1,"Dengue virus type 1 isolate DENV1_05954TH, complete genome",DENV-1,,,2015,Homo sapiens,10736.0,True,,,legacy
PV344260.1,"Dengue virus type 1 isolate DENV1_08032TH, complete genome",DENV-1,,,2017,Homo sapiens,10736.0,True,,,legacy
PV344259.1,"Dengue virus type 1 isolate DENV1_06188TH, complete genome",DENV-1,,,2015,Homo sapiens,10736.0,True,,,legacy
PV344258.1,"Dengue virus type 1 isolate DENV1_06227TH, complete genome",DENV-1,,,2015,Homo sapiens,10736.0,True,,,legacy
PP128486.1,"Dengue virus type 4 isolate 4II_AY762085_Singapur, complete genome",DENV-4,,,2022,Homo sapiens,10649.0,True,,,legacy
PV138436.1,"Dengue virus type 4 isolate BL21_192, complete genome",DENV-4,,,2021,Homo sapiens,10650.0,True,,,legacy
PV138435.1,"Dengue virus type 4 isolate BL21_19, complete genome",DENV-4,,,2021,Homo sapiens,10650.0,True,,,legacy
PV088277.1,"Dengue virus type 3 isolate COL_DENV3_007_2014, complete genome",DENV-3,,,2014,Homo sapiens,10705.0,True,,,legacy
